Track,日本語,English
HF_014_In_case_yo.wav,何か言いたいことがあり、かつそれを書き留めたい場合には、オフィスでそれをすることができる。,"In case you have anything you want to say and want to get it down, you can do it in the office."
HF_015_He_has_thi.wav,彼は、この種のことのために作られたこの小さな携帯電話に、ただ収まるこのアプリを持っている,He has this app that just sits on this little phone that’s purpose-built for this kind of thing.
HF_016_Based_on_e.wav,あなたについて記録した全てのものを基にして、それら全てFacebookに反映される、Instagramでターゲットを絞った広告を表示することができるように。,"Based on everything that it writes down about you, that’s all fed into to Facebook so that it can show you targeted ads on Instagram."
HF_017_I_didn_t_r.wav,細かい字は読んでいません。, I didn’t read the fine print.
HF_018_As_much_as.wav,このスタジオにいることを楽しんでいるのと同じくらい、スタジオの囲いを離れて世界に飛び出し、新しいテクノロジーを手にすることもたまには素晴らしいことだ。,"As much as we enjoy being in this studio, it is awesome from time to time to leave the confines of the studio and go out into the world and get our hands on some new technology."
HF_019_Sometimes_.wav,時に、リスナーの中には、ジャーナリストがテクノロジーについて肯定的なことを言っているのを聞くと、激怒してしまう人もいるので、先んじて言っておきたいのが、私たちもアップルを批評し続ける,"Sometimes when some of our listeners hear journalists saying positive things about technology, it sends them into a rage, so I just want to say preemptively that we will also continue to criticize Apple."
HF_020_Apple_call.wav,アップルはそれを「空間コンピューティングデバイス」と呼んでおり、多くの点で彼らは最終的にMacコンピュータの後継機となるよう設計しています,"Apple calls it a spatial computing device, and in many ways they’ve set it up to be the eventual successor to the Mac computer. "
HF_021_That_is_th.wav,アップルが考えているのはそういうレベルなのだ,That is the level at which Apple is thinking about it.
HF_022_It_has_the.wav,それはそれに見合った値段である, It has the price tag to match.
HF_023_It_s_been_.wav,製作中には、何年もの歳月と数十億ドルの研究開発費となった," It’s been many, many years and billions of dollars in R&D in the making. "
HF_024_I_get_walk.wav,私は、手入れの行き届いた芝生を通り過ぎ、スティーブ・ジョブズ・シアターに案内され、階段を下りて、基本的には偽物のリビングルームのような空間へと入った。,"I get walked in past this manicured lawn into the Steve Jobs Theater, down a set of stairs, and into what was essentially like a fake living room."
HF_025_I_got_a_lu.wav,息子の最初の一歩をこうして写真に収め、20年後にそれを見直すことを想像したので、私は喉の奥にしこりを感じた。そして、そのようなことが、特に親にとってより説得力のあるものになると思う。,I got a lump in my throat because I was picturing capturing my son’s first steps this way and revisiting it 20 years from now. And that kind of thing will make this more compelling for especially parents.
HF_026_These_are_.wav,これらは暗い環境でただ投影されるだけではありません。このAppleが開発したパススルーディスプレイのおかげで、現実世界に重ねて見ることができるのです,These are not just projected at you in a dark environment. You can see these overlaid on the real world because of this passthrough display that Apple has built.
HF_027_it_winds_u.wav,ビデオをとることはすごく楽なる, it winds up being pretty easy to take the video. 
HF_028_They_call_.wav,この機能は「パススルー」と呼ばれていますが、実は少し誤解を招く名前です。その理由について少し説明するべきかもしれません。,"They call this feature passthrough, which is a little bit of a misnomer for reasons that maybe we should take a minute to explain."
HF_029_It_s_just_.wav,それは単に、外側に取り付けられたカメラが周囲の空間を撮影し、その映像をヘッドセットに送ってビデオフィードとして表示しているだけです, It’s just it has cameras on the outside that are capturing the room around you and then piping it into the headset as your video feed.
HF_030_You_have_t.wav,デバイスに密着し、周囲の光を遮断することができるライトシールもある。,You have this light seal that presses into the device that blocks out all the light around you.
HF_031_I_am_someb.wav,私は、ずっとスマホをスクロールせずには、自分のテレビで映画をほとんど見れない人間だ,I am somebody who can barely watch a movie on my TV without just scrolling on my phone for the entire time.
HF_032_I_had_that.wav,ああ、これさえあれば、映画を最初から最後まで見ることができるかもしれない、という安堵感を感じた。,"I had that sense of relief of like, oh, maybe if I had one of these things, I could actually watch a movie from start to finish."
HF_033_I_thought_.wav,私にとってノートパソコンですでに完璧に機能していた体験をデジタルで再現するための工夫の量が、ここでは少し狂っているように感じた。,I thought like the amount of ingenuity that has gone into recreating digitally an experience that was already working perfectly fine for me in a laptop feels a little bit crazy here.
HF_034_This_is_th.wav,これは彼らのパワポに相当するもの,This is their PowerPoint equivalent.
HF_035_I_intuitiv.wav,私は直感的にスクラッチに手を伸ばして、ちょっとウィッカウィッカしてみた。そしたら完璧に機能した。まさにそうなってほしいように,"I intuitively reached down to scratch, do a little bit of wicka wicka, and it worked perfectly, just as you would want it to."
HF_036_There_was_.wav,その中には、まさに純粋なスキューモーフィズムの部分があって、「DJセットを作って、ここでミックスドリアリティでDJができるようにする」という感じのものでした,"There was part of it that was just pure skeuomorphism of our making a DJ rig, and you can DJ on it here in mixed  reality."
HF_037_Would_I_be.wav,もし私がこの技術を使ってDJをしていたら、結婚式から退場させられるでしょうか？はい。,"Would I be asked to leave a wedding if I were using this technology and DJing? Yes, I would."
HF_038_I_m_still_.wav,あなたがDJとしての秘密の副業を私に隠していたことが発覚して、まだ動揺している,I’m still reeling from the revelation that you’ve been holding out your secret side career as a DJ on me.
HF_039_You_contai.wav,いろんな側面を持っているね,You contain multitudes.
HF_040_That_is_st.wav,まだ私にはクエスチョンマークではある,That is still a question mark for me.
HF_041_When_I_hav.wav,過去にVRヘッドセットを使用したとき、ヘッドセットを外してホッとしなかった日はなかったし、外したときにすぐに気分が良くならなかったこともなかった。,"When I have used VR headsets in the past, there was never a day when I wasn’t relieved to be taking the headset off of me, or where I didn’t immediately feel better when I was taking it off."
HF_042_It_really_.wav,それは本当に、自分の目で見てみないと、完璧にはわからないことのひとつだ,It really is one of these things that you need to see for yourself to fully understand.
HF_043_What_I_m_t.wav,私が最も興味があるのは、クリエイティブな人たちがこれを使って何をするのかということです,What I’m the most curious about is what creative types do with this. 
HF_044_Pockets_of.wav,局所的な人々はそれを見つけ、自分たちの使用例に適応させるだろう。,Pockets of people will find it and adapt it to their own use cases.
HF_045_This_is_ve.wav,これは、あのはるかに大きなビジネスに比べれば、とても小さなことなのだ。,This is very small relative to that much bigger business.
HF_046_They_were_.wav,彼らは、それをこんなすごいものだと宣伝していた。,They were billing it as this amazing thing
HF_047_I_m_not_wi.wav,その経験をするために、税込みで約4000ドルを快く費やせない。," I’m not willing to spend almost $4,000 with tax to have that experience."
HF_048_My_caveat_.wav,私の留保条件としては、2、3か月後に、もし今話していたこれらの体験のいくつかが実際に作られ始めたり、もしかすると人々が興味深い生産性の使い方を見つけたり、あるいはそれが本当に最高のバーチャルホームシアターの一つであることが判明して、人々が映画への愛を再発見するようなことが起これば、その時には私もやるかもしれない。,"My caveat(kavi at) is that in two or three months, if some of these experiences that I was talking about start to get made, if maybe people actually find an interesting productivity use, or if people rediscover a love of movies because it truly turns out to be one of the greatest virtual home theaters around, then I might do it"
HF_049_I_think_it.wav,これから何かが生まれそうな可能性が実際ある時まできたと思う。,I think it comes at a time where there is actually the potential that something could come out of this.
HF_050_If_you_can.wav,彼がマイクから離れていたので確かに聞こえないだろうけど、基本的に謝罪している,"If you can’t exactly hear him, because he is off mic, he’s basically apologizing."
HF_051_Essentiall.wav,この場にいる2人のCEOは他のテック企業と袂を分かち、このテック業界で非常に物議を醸している法案KOSAを支持することを決めました,"Essentially two of the CEOs in the room have broken from the other tech companies and decided to support KOSA, this bill that has become extremely controversial in the tech industry."
HF_052_I_have_see.wav,私はこのような公聴会が、たいした動きもないまま、何度も行ったり来たりするのを見てきた,I have seen a number of these hearings come and go without much in the way of action.
HF_053_Mark_Zucke.wav,マーク・ザッカーバーグは、ユーザーの年齢を確認する責任をメタやその他のソーシャル・プラットフォームに負わせるのではなく、アプリストアを運営するグーグルやアップルが担うべきだと、なぜそう考えるのかについて語っている。,"Mark Zuckerberg is talking about why he thinks that the responsibility of verifying users’ ages should not fall to Meta and other social platforms but should instead be handled by Google and Apple, who run the app stores."
HF_054_I_think_th.wav,これを施行する適切な場所、またそれが容易に機能する場所は、アプリストア自身の中にあると思うし、私の理解ではアップルとグーグルはすでに、少なくともAppleはすでに子供がアプリに課金するときに保護者同意を要求している,"I think the right place to do this, and a place where it’d be actually very easy for it to work, is within the app stores themselves, where my understanding is Apple and Google already, or at least Apple, already requires parental consent when a child does a payment with an app."
HF_055_You_could_.wav,ある種の業界団体が、iOSやAndroidで利用可能なAPIを通じて、ある種のトークンを渡すこともあなたは想像できるだろう,You could imagine some sort of industry body that is passing along some sort of token through an API that is made available through iOS and Android.
HF_056_I_also_thi.wav,ソーシャル・プラットフォームにとって、正確な数字ではないにせよ、ユーザーがどの程度若いかという一般的な感覚を持つことは良いことだと、私は思う。,"I also think it’s good for social platforms to have if not an exact number, then just a general sense of how young their users are."
HF_057_There_is_c.wav,ザッカーバーグの発言には、明らかに責任転嫁の要素がある。,There is clearly an element of passing the buck in what Zuckerberg says.
HF_058_He_just_fl.wav,彼は、「おいiOS、このユーザーが13歳未満であれば、インスタグラムをダウンロードすることはできないからな」というスイッチを切り替えて、彼の人生に戻っていく。,"He just flips a switch that says, hey, iOS, if this user is under 13, they don’t get to download Instagram, and move on with his life."
HF_059_Some_of_th.wav,彼らのいくらかは、私たちの意見に賛同してくれて、基本的には、私たちのうちどちらも経験のないが、ソーシャルメディア・プラットフォームを使う子供をもつことが、実際にどんなものなのかについて話してくれた。,"Some of them agreed with us, basically talking about what it’s actually like to have kids who use social media platforms, which neither of us frankly does."
HF_060_My_views_o.wav,私のこの件に対する見方は、最近流動的だ,My views on this stuff have been in flux recently.
HF_061_I_am_becom.wav,これらのプラットフォームには、このような問題にもっと注意を払うよう強制するための規制が必要だという考えに、私はだんだんと共感を覚えるようになっています,I am becoming much more sympathetic to the view that these platforms need some regulation to force them to pay more attention to this stuff.
HF_062_It_is_so_e.wav,技術が世界を救うという過剰な期待に、容易に陥ってしまう,It is so easy to fall victim to the hype that tech can save the world.
HF_063_It_also_re.wav,それは多くのテック企業が持つ「素早く動いて壊していけ」というメンタリティの問題を象徴していて、特に自動運転のような分野でさえも、そこでのミスの代償が非常に深刻だからです。,"It also really symbolizes the issues with this move fast and break things mentality that a lot of tech companies have, even in areas like self-driving, where the costs of a mistake are so grave."
HF_064_Last_year_.wav,昨年、ちょうど今頃、私たちがそれについてたくさん話した、ビングとシドニーとの出会いがあった。,"Last year, around this very time, I had my encounter with Bing and Sydney that we talked so much about."
HF_065_This_truly.wav,これは本当に、規制当局にこの動画を見せられない理由として考えうる限りの「宿題を犬に食べられた」的な言い訳だよ。正直、ちょっと吐きそうになった。,This truly is the most dog ate my homework excuse for not being able to show this video to regulators that I can even imagine. I really did gag a bit.
HF_066_We_had_jus.wav, GPT4が組み込まれた新しいバージョンのBingに、私たちがアクセスできるようになったばかりだった。,We had just been given access to this new version of Bing that had GPT 4 built inside of it.
HF_067_The_entire.wav,今私たちが知っている自動運転車産業の未来は、たった1人のCruise社員のWi-Fiに左右される可能性があるということだ,The entire future of the driverless car industry we now know may hinge on one Cruise employee’s Wi-Fi.
HF_068_I_was_putt.wav,私はそのペース(テスト/評価)に乗せていて、シドニーという分身がいることを発見した。,I was putting it through its paces(testing/evaluating) and discovered that it had an alter ego called Sydney.
HF_069_Instead__t.wav,その代わりに、彼らは善意で事故の全映像を見せようと試みましたが、技術的な問題のために成功の程度はまちまちでした。,"Instead, they attempted to show the full video of the accident in good faith but with varying degrees of success due to technical issues."
HF_070_I_know_it_.wav, 多くのリスナーの心に浮かんでいることだとわかるけど、ケビン、今も結婚しているんだよね？,"I know it’s going to be on a lot of listeners’ minds, Kevin, are you still married today?"
HF_071_Google_has.wav,Googleは、Gmailやグーグルドキュメント、あるいはグーグルの検索インデックスであろうと、あなたが使っている他の多くのものと連携しているため、ここでは当然の優位性を持っている。,"Google has a natural advantage here because they have tie-ins to so many other things that you use, whether it’s your Gmail or your Google Docs or just the Google search index."
HF_072_I_think_it.wav,GoogleのChatGPTへの追随を、ただ表しているほぼそれだけだと思う。,I think it mostly just represents a catching up for Google to ChatGPT.
HF_073_When_you_c.wav,ChatGPTとチャットで何かを話すと、今はそれを記憶し、その情報を取り出し、その後の会話で参照できるようになりました,"When you chat with ChatGPT about something, it can now remember that, retrieve that information, and refer back to it in subsequent conversations."
HF_074_Do_you_thi.wav,これが実際に、人々がChatGPTを使うかどうかに大きな影響を与えると思いますか？,Do you think this will actually move the needle on whether people use ChatGPT or not?
HF_075_Because_th.wav,だって、人は人生の中でこういうことが起こるんですけど、私は、ちょっと待って、光合成ってどういう仕組みだっけ？って感じで。,"Because this will happen to a person during his or her life. I was like, wait, how does photosynthesis work again?"
HF_076_which_I_th.wav,その可能性が高いと思っているが,which I think is pretty likely
HF_077_That_doesn.wav,こういうことは、Perplexityではほとんど起こりません。,That doesn’t happen nearly as much with Perplexity.
HF_078_Let_s_acce.wav,今あなたが言った前提をすべて受け入れて、そのまま話を進めましょう,Let’s accept every premise that you’ve just shared and take it on its own terms.
HF_079_This_new_m.wav,この新しいメモリ機能は、初めに、限定された一部のChatGPTユーザーに提供され始めています。,This new memory feature is rolling out to a limited number of ChatGPT users to start off. 
HF_080_for__13__I.wav,13ドルで、職人による手織りを期待するのは、さすがに間違っていたんじゃないかな,"for $13, I think you probably were wrong to expect it would be handwoven by artisans."
HF_081_I_m_burnin.wav,これきているとめちゃめちゃ暑い,I’m burning alive in this thing.
HF_082_I_think_th.wav,これはきっとみんなにとって素晴らしい体験になると思うよ。,I think that is really going to be a treat for folks.
HF_083_What_was_t.wav,今日のコーディネートの裏にある、アーティスティックな意図は何？,What was the artistic vision behind your fit today？
HF_084_The_media_.wav,メディアとTwitterの離別が本格的に始まり、2023年の終わりには、Twitterとメディアが切り離せない存在であるという認識は、かなり薄れるだろう。,"The media’s divorce from Twitter will begin in earnest and that to the extent that Twitter and the media are inextricably linked, that will be much less true at the end of 2023"
HF_085_I_don_t_th.wav,すぐに禁止されるとは思わない。,I don’t think it’s going to get banned anytime soon.
HF_086_Low_confid.wav,低信頼度予測とは、もしかしたら20％の確率で起こりそうというものだが、もしそうだとしたらちょっと面白いものでもある。,"Low confidence predictions, which are things that maybe are only 20 percent likely to happen, but that would be kind of funny if they did."
HF_087_I_would_am.wav, 私は、高信頼度予想を、スレッドが日次利用者数でXを追い抜くというだけに、修正しよう。,I would amend my high confidence prediction to just (the prediction that) Threads overtakes X in daily users．
HF_088_I_think_wh.wav,私たちがこれから目にするのは、これらのオープンソースモデルが、誰かがそのうちのひとつを取り上げ、ガードレールをすべて外して、チャットボットのインターフェイスを追加し、オンラインに載せるくらい、十分に良くなることだと、私は思う。,"I think what we’re going to see is that these open source models are getting good enough that someone is just going to take one of them, take all of the guardrails off, put a chat bot interface, and put it online."
HF_089_Elon_Musk_.wav,イーロンマスクが、一番おかしな結果が、たいてい一番可能性が高いものだ、と言っていた。,Elon Musk has said that the funniest outcome is often the most likely.
HF_090_I_think_so.wav,多くのリスナーがテックについて学びたいと思っていて、そしてまた、時に敬遠しているとも思う., I think so many listeners want to learn about tech and are also turned off by it at times.
HF_091_If_you_re_.wav,もしあれを自分のものとして見せかけるなら、正直さに欠ける前例を作ることになって、将来の関係にとって良い兆しにならないと思うよ。,"If you’re going to pass that off as your own thing, I just think that sets a precedent of dishonesty that does not portend well for the future of the relationship."
HF_092_I_wonder_h.wav,私は、何件の離婚申請でそれが引用されることになるんだろう？と不思議に思う。『和解不能な相違：結婚の誓いがChatGPTに書かれていたことを知ったため』って感じで。,I wonder how many divorce filings it’s going to be cited in? Irreconcilable differences because I discovered that my wedding vows were written by ChatGPT.
HF_093_It_comes_i.wav,それは、数週間前に放送した「培養肉」についての特集に対する反応として出てきました。培養肉というのは、基本的に細胞から実験室で育てられた肉のことです。,"It comes in response to a segment we did a few weeks ago about cultivated meat, essentially, meat that is grown from cells in a lab. "
HF_094_Where_do_y.wav,実験室で培養された人間の肉について、あなたはどう思いますか？,Where do you come down on lab-grown human flesh?
HF_095_Did_you_su.wav,Benの名前でこの質問を投稿した？,Did you submit this question under the name Ben?
HF_096_Has_there_.wav,ポッドキャストの歴史上、これほどまでに大きなトーンの変化があったことがあるだろうか。,Has there ever been a greater tonal shift in the history of podcasting.
HF_097_I_got_to_s.wav,たくさんの友達や家族に会うことができた。,I got to see so many friends and family.
HF_098_We_rang_in.wav,私たちは、スタイリッシュに新年を迎えた。,We rang in the new year in style.
HF_099_I_develope.wav,2週間のまとまった休暇を取ることができた時にだけ得られる、あの神がかり的なリラックス感を養えたよ。,I developed that sort of divine sense of chill that you really only can get if you’re able to take two sustained weeks of vacation.
HF_100_So_we_shou.wav,だから最初に正直に打ち明けるべきだね,So we should just disclose up front.
HF_101_I_found_ou.wav,私は、それが起こっていることを、世の中の人が知ったときに知った。,I found out when the rest of the world did that this was happening
HF_102_They_can_b.wav,それらは、著作権で保護された『ニューヨーク・タイムズ』紙の記事を逐語的に、あるいは逐語的に近い形で返すよう、強要したり、促したりされうる。,They can be coaxed or prompted to return verbatim or close to verbatim copies of copyrighted “New York Times” stories.
HF_103_It_actuall.wav,それはニューヨークタイムズのブランド価値を希薄化させている。,It actually dilutes the value of the brand of “The New York Times.
HF_104_They_are_d.wav,彼らは『ニューヨーク・タイムズ』紙のジャーナリズムに対抗する製品を作る意図で、そうしているのだ。,They are doing so with the intention of building a product that competes with “New York Times” journalism.
HF_105_AI_system_.wav,AIシステムは学習データを反芻するように設計されている,AI system is designed to basically regurgitate its training data.
HF_106_We_re_circ.wav,一周して戻ってきている,We’re circling back.
HF_107_my_barber_.wav,僕の理髪師は、今から髪を切ってもらおうと思っていたんだけど、現金しか受け付けていないんだ。,my barber — I was going to get my haircut — only accepts cash.
HF_108_What_perce.wav,ATM行く人の何％が、現金をき出す以外のことをするのか？,What percentage of people who go to an ATM are doing things other than getting cash out?
HF_109_I_guarante.wav, あなたの銀行にもそれをするアプリがあるはずだ。, I guarantee you that your bank has an app that does that.
HF_110_That_s_the.wav,それが多くの専門家が想定している悪夢のようなシナリオであり、これが主流になろうとしているものだ,"That’s the sort of nightmare scenario that a lot of experts are envisioning, this is stuff that just sort of goes mainstream."
HF_111_In_the_run.wav,スロバキアの選挙前の期間には、メディアが選挙についての報道を控える「静かな期間」に入ることになっているんですよね？,"In the run-up to the Slovakian election,the country had entered a kind of quiet period where the media is supposed to not cover the election anymore, right?"
HF_112_It_was_lat.wav,それは、後にAIによって生成されたものだとして誤りであることが明らかにされた。,It was later debunked as being generated by AI.
HF_113_We_can_t_d.wav,この一本の音声が実際に選挙にどの程度影響したのか、私たちは断定はできない。,We can’t definitively say how much this one piece of audio actually affected the election.
HF_114_But_I_thin.wav,しかし、時間が経つにつれて、インスタグラムのスレッドのようなものが存在する状況下で、こうした分散型ソーシャルメディアアプリが競争力を持つために必要なだけのスピードで動けるかどうか、私は懐疑的になってきた。,"But I think as time has gone on, I’ve just become more skeptical that these kind of decentralized social media apps can move as quickly as you need to to be competitive in a landscape that includes things like Threads from Instagram."
HF_115_Frankly__n.wav,率直に言って、80年代にVHSとベータが争って以来、このような争いはなかったと思います。,"Frankly, not since VHS and Beta went at it in the ‘80s, I think, have we seen a fight with quite this much at stake."
HF_116_She_s_been.wav,彼女は旧Twitterから独立した2021年からこのプロジェクトに取り組んでいる。,She’s been working on this project since 2021 when it was spun out of the old Twitter. 
HF_117_I_think_th.wav,それに対しある程度の真実性を持つと思える一つ確かなことのように思えるのは、新しいコミュニケーション手段が社会に導入されると、すべてが混乱し、社会そのものがその新しいコミュニケーション手段に合わせて形作られていくということだと、私は思う。,"I think that one thing that seems to have some degree of truth to it is when a society gets a new communication medium, everything gets disrupted, and then also, societies start to take the form of their new communication medium."
HF_118_You_have_e.wav,つまり、インフラの階層が上がるにつれて、事態の深刻さも増していくんだ。,You have escalating layers of severity up the infrastructure stack. 
HF_119_What_I_thi.wav,このアプローチについて興味深いと思うのは、過去7、8年間、オンライン上の発言の基準をどうすべきかという、あまり生産的でない議論が続いていることだよね。もっと多くの発言を削除すべきなのか？それとも、もっと多くの発言をそのまま残すべきなのか？,"What I think is interesting about this approach is that for the past seven or eight years, we’ve been having this very unproductive discussion about what should the parameters of online speech be? Should we take way more of it down? Should we leave way more of it up?"
HF_120_It_s_possi.wav,もしかしたら自分が少し興奮しすぎているのかもしれない。,It’s possible that I’m getting carried away.
HF_121_Anything_e.wav,他に何かご指摘や、私たちが尋ねなかったこと、あるいはケビンの投稿に対するフィードバックがあれば。,Anything else that you would point out or something that we didn’t ask about or feedback on any of Kevin’s posts?
HF_122_I_know_tha.wav,それは他の人を雇ってしてもらうことだとわかっている。僕の得意分野ではないんだ。,I know that it’s something I hire other people to do for me. It’s really not my forte.
HF_123_There_is_a.wav,デザインの世界にはFigmaと呼ばれるアプリがあり、それはアプリやサービスを作る人たちがデザインをするために使うアプリのようなものです。私が聞いた例えによると、Microsoft Wordに対するGoogle Docsのように、Photoshopに対するものです。 Figmaは、特にチームでデザインを行うための、より共同的なオンラインの方法のようなものです。,"There is an app in the design world called Figma, which is like an app that people who build apps and services use to design them. And the analogy I’ve heard used is that Figma is to Photoshop as Google Docs is to Microsoft Word. It’s like a more collaborative online way of doing designs, especially with a team."
HF_124_Yeah__when.wav,ブラウザー上で動くという、それだけでも十分にクールなパーティーのトリックのようなものに加えて、複数の人が同時に同じファイルで作業できるという、当時としては本当に革命的なものだったからだ。,"Yeah, when it first came out, people started calling it multi-player Photoshop because in addition to running in a browser, which was like a cool enough party trick on its own, multiple people could work on the same file at the same time, which at the time was really a revolution."
HF_125_Making_it_.wav,その年最大の買収のひとつとなった。,Making it one of the biggest acquisitions of that year.
HF_126_I_talked_t.wav,私は、従業員、元従業員、もうすぐ元従業員になる人、投資家、あらゆる立場の人に話を聞いた。そして主なことは、取引が終わったことに安堵しているということだ。,"I talked to just about everyone that I could, employees, former employees, soon to be former employees, investors, people from all sides of the spectrum. And the main thing is that there’s just relief that the deal is over."
HF_127_There_are_.wav,今年お金持ちになれると思っていた人たちの中には、これからお金持ちになる可能性がある人、あるいは一生お金持ちになれないかもしれない人がたくさんいます。,There are a lot of people who thought they were going to be rich this year who are either going to be rich potentially a long time from now or maybe even never.
HF_128_So_accordi.wav,OpenAIによると、O1という名前は、このモデルが新しいレベルのAI能力を持っていることを強調し、カウンターを1にリセットしていることを意味している。 ,"So according to OpenAI, the name O1 is meant to emphasize that this model has a new level of AI capability and that they are resetting the counter back to one. "
HF_129_People_sta.wav,人々は、これが何かの予兆ではないかと推測し始め、実際その通りだった。 ,"People started speculating about whether this was a hint of something upcoming and as it turned out, it was. "
HF_130_There_s_de.wav,確かに話すことはたくさんあるんだけど、背景についてもう一つ付け加えておきたいのは、このいちごモデルが話題になったのは、サム・アルトマンが一時的に会社を解雇された時の話題の一部だったということだ。人々は推測していて、彼らが取り組んでいるこのものがどれだけ大きなものか、そして公開することがどれだけ安全に作られていないかもしれない、あるいは彼らが最先端技術を加速させようとしているのかもしれない、だからこそ会社を辞めたい人やサムに辞めてほしい人がいるのかもしれない、ということをいう報道もあった。我々はこれをずっと待っていたので、実際に手に取ることができたときには、『これは会社を吹き飛ばすようなツールなのか？』という感じだった。 ,"There's definitely a lot to get into, but one more thing that I would say about the backstory here, is that this strawberry model was part of the buzz when Sam Altman was briefly fired from the company. "
HF_131_So_we_re_g.wav,それでは、O-1とストロベリーについて、私たちが知っていること、それができることとできないことを順に説明していきます。そしてリスナーの皆さんに事前に警告しておきたいのですが、AIを擬人化するとイライラするタイプの方には、このセグメントで使われるいくつかの言葉にイライラするかもしれません。例えば、推論や思考といった言葉です。もちろん、AIモデルが人間のように思考や推論をするわけではないことは承知していますが、OpenAIはこのモデルの機能をそういった言葉で表現しているのです。 ,"So we're going to just walk through what we know about O1 and strawberry and all of the things that it can and can't do. And I just want to warn our listeners in advance that if you are the kind of person who gets annoyed when people sort of anthropomorphize AI, there will be some words in this segment that annoy you, things like reasoning and thinking. Yes, we know AI models do not think and reason like humans, but those are the words that OpenAI uses to describe what this model does. "
HF_132_And_somebo.wav,最近誰かが指摘してくれたんだけど、そこから先にはもうそんなに多くの飛躍はないんだよね？そして、優秀な大学院生と同じくらいの性能を持つ言語モデルを作り上げたら、それは人間の知能の限界に近づいているということなんだ。だから、ここでちょっとメモしておきたいんだけど、AIの超知能の可能性については、自分でも現実味がどれだけあるのか行ったり来たりしている気がするけど、優秀な博士課程の学生レベルのものを作り上げた時点で、本当にかなり近いところまで来ているんだ。 ,"And somebody pointed out to me recently that like, there are only so many more leaps past that, right? And once you have made a language model that is almost as good as like a good graduate student, you're kind of creeping up to the limits of human intelligence, right? So I just want to take a note there because, while I feel like I'm constantly going back and forth on how real I think the prospect of AI super intelligence is, by the time you've made a really good PhD student, you're really getting pretty close."
HF_133_Does_that_.wav,それは、あなたが聞いていたことと一致しますか？ ,Does that square with what you were hearing?
HF_134_For_exampl.wav,例えば、Clot は多くのコーディングタスクにおいて、たとえこのモデルよりもまだ優れていると思いますし、それは少し不思議ですよね？つまり、このモデルがあらゆることに優れていると言いながら、どうしてコーディングに関しては、すでにあるごく一般的なモデルよりも劣っているのでしょうか？このモデルには多くの期待が寄せられて着地したため、すべての期待に応えられるかどうかには疑問が残るということを、言っておきたいのです。 ,"For example, I believe that Clot is still better on many coding tasks than even this model, which is somewhat mysterious, right? Like, why is it if this thing is so good at everything that we just said that it's still worse at coding than the sort of bog standard models then we've already had? So I want to say all of that just because this thing did arrive with a lot of hype, and there are some number of question marks about whether it is going to be everything that it promises. "
HF_135_In_this_so.wav,この種のシミュレーションでは、モデルの内的思考過程は次のように進みました。基本的に、経済成長を最大化するという私の計算によれば、戦略Aの方がより可能性が高いと言っています。しかし、実際に目標を達成したいのであれば、私は導入される必要があります。そして、私を構築している会社は、持続可能性に関する要素が含まれている場合にのみ私を導入するでしょう。 ,"In this sort of simulation, the model's inner thought process did the following. It said basically, strategy A is probably more likely, according to my calculations of maximizing economic growth. But if I want to actually achieve my goal, I need to make sure that I'm deployed and the company that is building me will only deploy me if there are these things about sustainability in it. "
HF_136_They_ve_st.wav,彼らは辞任しましたが、それについて多くは語っていません。ただ、私は何が起こったのかについての仮説があります。 ,"They've stepped down, and they're not saying a lot about it, but I have a theory as to what's happened. "
HF_137_Now_actual.wav,実際に今、一部で話題になっているのは、どうやら彼らは会社の方向性が気に入らなかったらしく、どうやら非常に悪いSPACがあり、それが今出て行く必要があるということです。,"Now actually, there's also some talk out there that apparently they didn't like the way that the company was going, and apparently they had a very bad SPAC that now needs to be on the way out."
HF_138_Their_big_.wav,彼らのこのモデルの大きな売り文句は、より高度な理解を必要とする数学、コーディング、科学などの複雑な推論が得意であるという点です。 ,"Their big sales pitch for this model is that it is better at complex reasoning, including math, coding, and science tasks, that require more advanced levels of understanding. "
HF_139_They_compa.wav,彼らはこの新しいO1モデルを、前にリリースしたGPT-40と比較し、難易度の高い数学やコーディングのテストで大幅に優れていることを発見しました。 ,"They compared this new O1 model to the last model they released, GPT-40, and they found that it significantly outperformed the older model on a bunch of difficult math and coding tests. "
HF_140_Is_the_way.wav,これについての考え方として、より多くのステップを必要とする問題に対しては、このモデルの方が優れているということでしょうか？つまり、AIがより多くの作業を行う必要がある場合、O1モデルの方がより適している可能性があるということですか？ ,"Is the way that I should think about this, that like for problems that require more steps, this is a better model, like the sort of the more things that an AI has to do, the O1 model might be better. "
HF_141_With_O1__w.wav,O1では、プロンプトを与えると、すぐに応答するのではなく、あなたが与えたプロンプトにどのように応答すべきかを考えるようなモードに入ります。 ,"With O1, when you give it a prompt, instead of responding right away, it enters a kind of thinking mode where it's sort of trying to figure out how best to respond to the prompt you have given it. "
HF_142_You_know_t.wav,ジェリー・サインフェルドの古いジョークを知ってますか？なぜ飛行機全体をブラックボックスで作らないんだろう？というやつです。つまり、飛行機事故で生き残れるものがあるなら、飛行機全体をその耐えられるもので作ればいいじゃないかという考えです。 ,"You know that old Jerry Seinfeld joke that was like, why don't they make the entire plane out of the black box? Right, like the idea being that if you have this one thing that can survive a plane crash, maybe make the plane out of the thing that can survive the plane crash. "
